time,flux,fluxerr
2419.9929853943972,0.9997115731239319,0.00029102287953719497
2419.9943742982064,1.0006097555160522,0.0002911011397372931
2419.9957632020146,0.999466061592102,0.0002910239272750914
2419.997152105591,0.9997435808181763,0.0002910418261308223
2419.9985410094,0.999977171421051,0.0002910472685471177
2419.999929913209,1.0005639791488647,0.000291115022264421
2420.0013188167854,1.000478744506836,0.0002911137416958809
2420.0027077205937,1.000339388847351,0.0002911194460466504
2420.004096624403,1.0004976987838745,0.0002911371411755681
2420.0054855279795,1.0001461505889893,0.00029106641886755824
2420.006874431788,1.0003445148468018,0.00029113469645380974
2420.0082633353636,1.000274658203125,0.0002910817856900394
2420.0096522391727,1.0005828142166138,0.0002911413903348148
2420.011041142749,1.000496506690979,0.0002911421761382371
2420.012430046558,1.0009260177612305,0.0002911982301156968
2420.0138189501345,1.0011931657791138,0.00029116793302819133
2420.0152078537108,1.0005338191986084,0.00029114456265233457
2420.01659675752,1.0007063150405884,0.0002911716001108289
2420.017985661096,1.0012462139129639,0.0002912260533776134
2420.019374564905,1.001430630683899,0.0002912550116889179
2420.0207634684803,1.001057744026184,0.0002912199997808784
2420.0221523720566,1.0016511678695679,0.0002913141215685755
2420.0249301794415,1.001053810119629,0.0002911702322307974
2420.026319083017,1.001344084739685,0.0002911674091592431
2420.027707986827,1.0024080276489258,0.0002913401403930038
2420.0290968904033,1.0016865730285645,0.00029131726478226483
2420.0304857939786,1.0015854835510254,0.0002912089985329658
2420.031874697555,1.001258373260498,0.00029118795646354556
2420.0332636011317,1.0019892454147339,0.0002912768395617604
2420.034652504941,1.0027326345443726,0.0002914262004196644
2420.036041408516,1.0018467903137207,0.0002913083881139755
2420.0374303120925,1.0022608041763306,0.00029141854611225426
2420.038819215669,1.002577543258667,0.0002914446813520044
2420.0402081192447,1.0022584199905396,0.0002913723874371499
2420.041597022821,1.0027559995651245,0.00029141403501853347
2420.0429859263963,1.0034116506576538,0.0002915793447755277
2420.0443748299726,1.0033692121505737,0.00029152067145332694
2420.04576373355,1.003684639930725,0.00029159383848309517
2420.0471526371252,1.0031726360321045,0.0002915141230914742
2420.0485415407006,1.0040092468261719,0.0002916879893746227
2420.049930444278,1.003567099571228,0.00029155611991882324
2420.051319347854,1.0039010047912598,0.0002916296070907265
2420.0527082514295,1.003749132156372,0.00029162614373490214
